pid,DTYPE
64185,DEVICE_TYPE_34
64186,DEVICE_TYPE_111
64186,DEVICE_TYPE_135
64187,DEVICE_TYPE_135
64188,DEVICE_TYPE_34
64189,DEVICE_TYPE_135
64190,DEVICE_TYPE_111
64191,DEVICE_TYPE_109
64192,DEVICE_TYPE_99
64193,DEVICE_TYPE_34
64194,DEVICE_TYPE_108
64195,DEVICE_TYPE_34
64196,DEVICE_TYPE_107
64197,DEVICE_TYPE_25
64198,DEVICE_TYPE_107
64199,DEVICE_TYPE_135
64200,DEVICE_TYPE_27
64201,DEVICE_TYPE_110
64202,DEVICE_TYPE_102
64202,DEVICE_TYPE_103
64203,DEVICE_TYPE_108
64204,DEVICE_TYPE_34
64205,DEVICE_TYPE_109
64206,DEVICE_TYPE_135
64207,DEVICE_TYPE_156
64208,DEVICE_TYPE_135
64209,DEVICE_TYPE_111
64210,DEVICE_TYPE_35
64210,DEVICE_TYPE_135
64211,DEVICE_TYPE_103
64212,DEVICE_TYPE_35
64213,DEVICE_TYPE_35
64213,DEVICE_TYPE_135
64214,DEVICE_TYPE_34
64215,DEVICE_TYPE_27
64216,DEVICE_TYPE_27
64217,DEVICE_TYPE_98
64218,DEVICE_TYPE_34
64219,DEVICE_TYPE_135
64220,DEVICE_TYPE_135
64221,DEVICE_TYPE_34
64222,DEVICE_TYPE_135
64223,DEVICE_TYPE_159
64224,DEVICE_TYPE_107
64225,DEVICE_TYPE_111
64226,DEVICE_TYPE_34
64227,DEVICE_TYPE_109
64228,DEVICE_TYPE_34
64229,DEVICE_TYPE_93
64230,DEVICE_TYPE_35
64231,DEVICE_TYPE_102
64232,DEVICE_TYPE_135
64233,DEVICE_TYPE_135
64234,DEVICE_TYPE_1
64235,DEVICE_TYPE_117
64236,DEVICE_TYPE_119
64237,DEVICE_TYPE_135
64238,DEVICE_TYPE_94
64239,DEVICE_TYPE_27
64240,DEVICE_TYPE_34
64241,DEVICE_TYPE_27
64241,DEVICE_TYPE_156
64242,DEVICE_TYPE_35
64242,DEVICE_TYPE_88
64243,DEVICE_TYPE_109
64244,DEVICE_TYPE_109
64245,DEVICE_TYPE_107
64246,DEVICE_TYPE_111
64247,DEVICE_TYPE_151
64248,DEVICE_TYPE_34
64249,DEVICE_TYPE_34
64250,DEVICE_TYPE_135
64251,DEVICE_TYPE_135
64252,DEVICE_TYPE_34
64253,DEVICE_TYPE_102
64254,DEVICE_TYPE_34
64255,DEVICE_TYPE_35
64256,DEVICE_TYPE_34
64256,DEVICE_TYPE_135
64257,DEVICE_TYPE_99
64258,DEVICE_TYPE_109
64259,DEVICE_TYPE_135
64260,DEVICE_TYPE_27
64261,DEVICE_TYPE_34
64262,DEVICE_TYPE_34
64263,DEVICE_TYPE_27
64263,DEVICE_TYPE_135
64264,DEVICE_TYPE_111
64265,DEVICE_TYPE_135
64266,DEVICE_TYPE_151
64267,DEVICE_TYPE_111
64267,DEVICE_TYPE_135
64268,DEVICE_TYPE_135
64269,DEVICE_TYPE_111
64269,DEVICE_TYPE_135
64270,DEVICE_TYPE_119
64271,DEVICE_TYPE_111
64272,DEVICE_TYPE_111
64273,DEVICE_TYPE_34
64274,DEVICE_TYPE_135
64275,DEVICE_TYPE_108
64276,DEVICE_TYPE_111
64276,DEVICE_TYPE_88
64277,DEVICE_TYPE_27
64278,DEVICE_TYPE_108
64279,DEVICE_TYPE_34
64280,DEVICE_TYPE_13
64280,DEVICE_TYPE_135
64281,DEVICE_TYPE_34
64282,DEVICE_TYPE_110
64283,DEVICE_TYPE_111
64284,DEVICE_TYPE_135
64285,DEVICE_TYPE_109
64286,DEVICE_TYPE_34
64287,DEVICE_TYPE_99
64287,DEVICE_TYPE_88
64288,DEVICE_TYPE_27
64288,DEVICE_TYPE_135
64289,DEVICE_TYPE_35
64290,DEVICE_TYPE_107
64291,DEVICE_TYPE_135
64292,DEVICE_TYPE_34
64293,DEVICE_TYPE_107
64294,DEVICE_TYPE_102
64294,DEVICE_TYPE_103
64295,DEVICE_TYPE_25
64296,DEVICE_TYPE_1
64297,DEVICE_TYPE_109
64298,DEVICE_TYPE_111
64299,DEVICE_TYPE_107
64300,DEVICE_TYPE_99
64301,DEVICE_TYPE_135
64302,DEVICE_TYPE_135
64303,DEVICE_TYPE_135
64304,DEVICE_TYPE_108
64305,DEVICE_TYPE_156
64306,DEVICE_TYPE_25
64306,DEVICE_TYPE_135
64307,DEVICE_TYPE_107
64308,DEVICE_TYPE_107
64309,DEVICE_TYPE_135
64310,DEVICE_TYPE_156
64311,DEVICE_TYPE_109
64312,DEVICE_TYPE_25
64313,DEVICE_TYPE_111
64314,DEVICE_TYPE_135
64315,DEVICE_TYPE_111
64316,DEVICE_TYPE_102
64317,DEVICE_TYPE_107
64318,DEVICE_TYPE_135
64319,DEVICE_TYPE_156
64320,DEVICE_TYPE_93
64320,DEVICE_TYPE_135
64321,DEVICE_TYPE_156
64322,DEVICE_TYPE_111
64323,DEVICE_TYPE_156
64324,DEVICE_TYPE_110
64325,DEVICE_TYPE_111
64326,DEVICE_TYPE_35
64327,DEVICE_TYPE_27
64328,DEVICE_TYPE_135
64329,DEVICE_TYPE_156
64330,DEVICE_TYPE_111
64331,DEVICE_TYPE_34
64332,DEVICE_TYPE_99
64332,DEVICE_TYPE_88
64333,DEVICE_TYPE_135
64334,DEVICE_TYPE_34
64335,DEVICE_TYPE_93
64336,DEVICE_TYPE_35
64337,DEVICE_TYPE_156
64338,DEVICE_TYPE_111
64339,DEVICE_TYPE_35
64340,DEVICE_TYPE_107
64341,DEVICE_TYPE_107
64342,DEVICE_TYPE_156
64343,DEVICE_TYPE_35
64344,DEVICE_TYPE_102
64345,DEVICE_TYPE_102
64346,DEVICE_TYPE_135
64347,DEVICE_TYPE_1
64348,DEVICE_TYPE_98
64349,DEVICE_TYPE_111
64350,DEVICE_TYPE_109
64351,DEVICE_TYPE_35
64352,DEVICE_TYPE_109
64353,DEVICE_TYPE_27
64354,DEVICE_TYPE_35
64354,DEVICE_TYPE_88
64355,DEVICE_TYPE_35
64356,DEVICE_TYPE_108
64357,DEVICE_TYPE_108
64358,DEVICE_TYPE_99
64359,DEVICE_TYPE_111
64360,DEVICE_TYPE_111
64361,DEVICE_TYPE_109
64362,DEVICE_TYPE_34
64363,DEVICE_TYPE_111
64363,DEVICE_TYPE_88
64364,DEVICE_TYPE_135
64365,DEVICE_TYPE_156
64366,DEVICE_TYPE_111
64367,DEVICE_TYPE_27
64368,DEVICE_TYPE_108
64369,DEVICE_TYPE_35
64370,DEVICE_TYPE_109
64370,DEVICE_TYPE_135
64371,DEVICE_TYPE_35
64371,DEVICE_TYPE_88
64372,DEVICE_TYPE_109
64373,DEVICE_TYPE_135
64374,DEVICE_TYPE_111
64375,DEVICE_TYPE_34
64376,DEVICE_TYPE_35
64377,DEVICE_TYPE_109
64378,DEVICE_TYPE_34
64379,DEVICE_TYPE_111
64379,DEVICE_TYPE_135
64380,DEVICE_TYPE_107
64381,DEVICE_TYPE_108
64382,DEVICE_TYPE_107
64383,DEVICE_TYPE_111
64384,DEVICE_TYPE_135
64385,DEVICE_TYPE_27
64386,DEVICE_TYPE_135
64387,DEVICE_TYPE_35
64388,DEVICE_TYPE_99
64389,DEVICE_TYPE_1
64390,DEVICE_TYPE_117
64391,DEVICE_TYPE_58
64392,DEVICE_TYPE_156
64393,DEVICE_TYPE_156
64394,DEVICE_TYPE_23
64394,DEVICE_TYPE_135
64395,DEVICE_TYPE_102
64396,DEVICE_TYPE_35
64396,DEVICE_TYPE_135
64397,DEVICE_TYPE_156
64398,DEVICE_TYPE_102
64399,DEVICE_TYPE_34
64400,DEVICE_TYPE_111
64401,DEVICE_TYPE_103
64402,DEVICE_TYPE_110
64403,DEVICE_TYPE_135
64404,DEVICE_TYPE_135
64405,DEVICE_TYPE_135
64406,DEVICE_TYPE_35
64407,DEVICE_TYPE_109
64407,DEVICE_TYPE_111
64408,DEVICE_TYPE_37
64409,DEVICE_TYPE_102
64410,DEVICE_TYPE_107
64411,DEVICE_TYPE_109
64412,DEVICE_TYPE_99
64413,DEVICE_TYPE_27
64414,DEVICE_TYPE_108
64415,DEVICE_TYPE_25
64415,DEVICE_TYPE_23
64416,DEVICE_TYPE_108
64417,DEVICE_TYPE_109
64417,DEVICE_TYPE_151
64418,DEVICE_TYPE_109
64419,DEVICE_TYPE_111
64420,DEVICE_TYPE_156
64421,DEVICE_TYPE_107
64422,DEVICE_TYPE_99
64422,DEVICE_TYPE_135
64423,DEVICE_TYPE_111
64424,DEVICE_TYPE_108
64425,DEVICE_TYPE_99
64425,DEVICE_TYPE_108
64426,DEVICE_TYPE_35
64427,DEVICE_TYPE_27
64428,DEVICE_TYPE_111
64429,DEVICE_TYPE_111
64430,DEVICE_TYPE_107
64431,DEVICE_TYPE_109
64432,DEVICE_TYPE_109
64433,DEVICE_TYPE_27
64434,DEVICE_TYPE_12
64434,DEVICE_TYPE_111
64435,DEVICE_TYPE_111
64436,DEVICE_TYPE_108
64437,DEVICE_TYPE_98
64438,DEVICE_TYPE_155
64439,DEVICE_TYPE_111
64440,DEVICE_TYPE_156
64441,DEVICE_TYPE_135
64442,DEVICE_TYPE_27
64443,DEVICE_TYPE_109
64444,DEVICE_TYPE_35
64445,DEVICE_TYPE_99
64446,DEVICE_TYPE_102
64447,DEVICE_TYPE_156
64448,DEVICE_TYPE_156
64449,DEVICE_TYPE_98
64450,DEVICE_TYPE_135
64451,DEVICE_TYPE_111
64452,DEVICE_TYPE_109
64452,DEVICE_TYPE_111
64453,DEVICE_TYPE_34
64454,DEVICE_TYPE_103
64455,DEVICE_TYPE_93
64456,DEVICE_TYPE_109
64457,DEVICE_TYPE_109
64458,DEVICE_TYPE_111
64459,DEVICE_TYPE_34
64460,DEVICE_TYPE_98
64461,DEVICE_TYPE_34
64462,DEVICE_TYPE_27
64463,DEVICE_TYPE_151
64464,DEVICE_TYPE_135
64465,DEVICE_TYPE_108
64466,DEVICE_TYPE_34
64467,DEVICE_TYPE_111
64468,DEVICE_TYPE_34
64469,DEVICE_TYPE_1
64470,DEVICE_TYPE_135
64471,DEVICE_TYPE_107
64472,DEVICE_TYPE_111
64473,DEVICE_TYPE_13
64473,DEVICE_TYPE_135
64474,DEVICE_TYPE_111
64475,DEVICE_TYPE_135
64476,DEVICE_TYPE_34
64477,DEVICE_TYPE_35
64478,DEVICE_TYPE_102
64479,DEVICE_TYPE_151
64480,DEVICE_TYPE_34
64481,DEVICE_TYPE_34
64481,DEVICE_TYPE_135
64482,DEVICE_TYPE_34
64482,DEVICE_TYPE_111
64483,DEVICE_TYPE_135
64484,DEVICE_TYPE_35
64485,DEVICE_TYPE_13
64486,DEVICE_TYPE_34
64487,DEVICE_TYPE_109
64488,DEVICE_TYPE_111
64489,DEVICE_TYPE_135
64490,DEVICE_TYPE_99
64491,DEVICE_TYPE_111
64492,DEVICE_TYPE_111
64493,DEVICE_TYPE_110
64494,DEVICE_TYPE_13
64495,DEVICE_TYPE_34
64496,DEVICE_TYPE_34
64497,DEVICE_TYPE_135
64498,DEVICE_TYPE_12
64498,DEVICE_TYPE_156
64499,DEVICE_TYPE_135
64500,DEVICE_TYPE_135
64501,DEVICE_TYPE_93
64502,DEVICE_TYPE_117
64503,DEVICE_TYPE_99
64504,DEVICE_TYPE_108
64505,DEVICE_TYPE_107
64506,DEVICE_TYPE_135
64507,DEVICE_TYPE_108
64508,DEVICE_TYPE_95
64509,DEVICE_TYPE_93
64509,DEVICE_TYPE_88
64510,DEVICE_TYPE_34
64511,DEVICE_TYPE_34
64512,DEVICE_TYPE_151
64513,DEVICE_TYPE_27
64514,DEVICE_TYPE_107
64515,DEVICE_TYPE_107
64516,DEVICE_TYPE_111
64517,DEVICE_TYPE_35
64518,DEVICE_TYPE_34
64519,DEVICE_TYPE_107
64520,DEVICE_TYPE_108
64521,DEVICE_TYPE_156
64522,DEVICE_TYPE_98
64523,DEVICE_TYPE_156
64524,DEVICE_TYPE_135
64525,DEVICE_TYPE_34
64526,DEVICE_TYPE_111
64527,DEVICE_TYPE_103
64528,DEVICE_TYPE_156
64529,DEVICE_TYPE_12
64529,DEVICE_TYPE_34
64530,DEVICE_TYPE_27
64531,DEVICE_TYPE_35
64532,DEVICE_TYPE_109
64533,DEVICE_TYPE_35
64534,DEVICE_TYPE_35
64534,DEVICE_TYPE_88
64535,DEVICE_TYPE_27
64535,DEVICE_TYPE_135
64536,DEVICE_TYPE_108
64537,DEVICE_TYPE_35
64538,DEVICE_TYPE_35
64539,DEVICE_TYPE_35
64540,DEVICE_TYPE_135
64541,DEVICE_TYPE_34
64542,DEVICE_TYPE_99
64543,DEVICE_TYPE_110
64544,DEVICE_TYPE_135
64545,DEVICE_TYPE_111
64546,DEVICE_TYPE_34
64546,DEVICE_TYPE_35
64547,DEVICE_TYPE_99
64548,DEVICE_TYPE_110
64549,DEVICE_TYPE_27
64549,DEVICE_TYPE_88
64550,DEVICE_TYPE_108
64551,DEVICE_TYPE_108
64552,DEVICE_TYPE_108
64553,DEVICE_TYPE_110
64554,DEVICE_TYPE_35
64555,DEVICE_TYPE_135
64556,DEVICE_TYPE_151
64557,DEVICE_TYPE_27
64558,DEVICE_TYPE_151
64559,DEVICE_TYPE_99
64560,DEVICE_TYPE_102
64561,DEVICE_TYPE_34
64562,DEVICE_TYPE_156
64563,DEVICE_TYPE_35
64564,DEVICE_TYPE_27
64565,DEVICE_TYPE_135
64566,DEVICE_TYPE_35
64566,DEVICE_TYPE_135
64567,DEVICE_TYPE_156
64568,DEVICE_TYPE_35
64569,DEVICE_TYPE_156
64570,DEVICE_TYPE_156
64571,DEVICE_TYPE_103
64572,DEVICE_TYPE_37
64573,DEVICE_TYPE_36
64574,DEVICE_TYPE_1
64575,DEVICE_TYPE_108
64575,DEVICE_TYPE_135
64576,DEVICE_TYPE_107
64576,DEVICE_TYPE_108
64577,DEVICE_TYPE_156
64578,DEVICE_TYPE_135
64579,DEVICE_TYPE_34
64580,DEVICE_TYPE_95
64580,DEVICE_TYPE_135
64581,DEVICE_TYPE_135
64582,DEVICE_TYPE_99
64583,DEVICE_TYPE_12
64583,DEVICE_TYPE_108
64584,DEVICE_TYPE_135
64585,DEVICE_TYPE_156
64585,DEVICE_TYPE_109
64586,DEVICE_TYPE_109
64587,DEVICE_TYPE_107
64588,DEVICE_TYPE_108
64589,DEVICE_TYPE_107
64590,DEVICE_TYPE_108
64591,DEVICE_TYPE_108
64592,DEVICE_TYPE_35
64593,DEVICE_TYPE_13
64593,DEVICE_TYPE_135
64594,DEVICE_TYPE_156
64595,DEVICE_TYPE_135
64596,DEVICE_TYPE_99
64597,DEVICE_TYPE_156
64598,DEVICE_TYPE_135
64599,DEVICE_TYPE_35
64600,DEVICE_TYPE_135
64601,DEVICE_TYPE_135
64602,DEVICE_TYPE_108
64603,DEVICE_TYPE_102
64604,DEVICE_TYPE_156
64605,DEVICE_TYPE_107
64606,DEVICE_TYPE_107
64607,DEVICE_TYPE_108
64608,DEVICE_TYPE_107
64609,DEVICE_TYPE_98
64610,DEVICE_TYPE_1
64611,DEVICE_TYPE_135
64612,DEVICE_TYPE_135
64613,DEVICE_TYPE_107
64614,DEVICE_TYPE_35
64614,DEVICE_TYPE_135
64615,DEVICE_TYPE_25
64616,DEVICE_TYPE_34
64617,DEVICE_TYPE_109
64618,DEVICE_TYPE_108
64619,DEVICE_TYPE_107
64620,DEVICE_TYPE_109
64620,DEVICE_TYPE_135
64621,DEVICE_TYPE_35
64622,DEVICE_TYPE_111
64623,DEVICE_TYPE_35
64624,DEVICE_TYPE_99
64625,DEVICE_TYPE_156
64626,DEVICE_TYPE_107
64627,DEVICE_TYPE_156
64628,DEVICE_TYPE_34
64629,DEVICE_TYPE_111
64630,DEVICE_TYPE_135
64631,DEVICE_TYPE_98
64632,DEVICE_TYPE_135
64633,DEVICE_TYPE_27
64634,DEVICE_TYPE_35
64635,DEVICE_TYPE_35
64635,DEVICE_TYPE_135
64636,DEVICE_TYPE_156
64637,DEVICE_TYPE_35
64637,DEVICE_TYPE_135
64638,DEVICE_TYPE_98
64639,DEVICE_TYPE_99
64639,DEVICE_TYPE_88
64640,DEVICE_TYPE_107
64641,DEVICE_TYPE_103
64642,DEVICE_TYPE_35
64643,DEVICE_TYPE_135
64644,DEVICE_TYPE_111
64645,DEVICE_TYPE_99
64646,DEVICE_TYPE_135
64647,DEVICE_TYPE_34
64648,DEVICE_TYPE_108
64649,DEVICE_TYPE_135
64650,DEVICE_TYPE_12
64650,DEVICE_TYPE_156
64651,DEVICE_TYPE_1
64652,DEVICE_TYPE_135
64653,DEVICE_TYPE_135
64654,DEVICE_TYPE_12
64654,DEVICE_TYPE_135
64655,DEVICE_TYPE_1
64656,DEVICE_TYPE_151
64657,DEVICE_TYPE_111
64658,DEVICE_TYPE_102
64659,DEVICE_TYPE_98
64660,DEVICE_TYPE_108
64661,DEVICE_TYPE_156
64662,DEVICE_TYPE_107
64663,DEVICE_TYPE_119
64664,DEVICE_TYPE_1
64665,DEVICE_TYPE_102
64666,DEVICE_TYPE_159
64667,DEVICE_TYPE_35
64668,DEVICE_TYPE_98
64669,DEVICE_TYPE_34
64670,DEVICE_TYPE_109
64671,DEVICE_TYPE_25
64672,DEVICE_TYPE_102
64673,DEVICE_TYPE_13
64674,DEVICE_TYPE_103
64675,DEVICE_TYPE_98
64676,DEVICE_TYPE_107
64677,DEVICE_TYPE_135
64678,DEVICE_TYPE_27
64679,DEVICE_TYPE_107
64680,DEVICE_TYPE_108
64681,DEVICE_TYPE_109
64681,DEVICE_TYPE_135
64682,DEVICE_TYPE_135
64683,DEVICE_TYPE_35
64684,DEVICE_TYPE_107
64685,DEVICE_TYPE_35
64686,DEVICE_TYPE_34
64687,DEVICE_TYPE_34
64688,DEVICE_TYPE_119
64689,DEVICE_TYPE_107
64690,DEVICE_TYPE_135
64691,DEVICE_TYPE_99
64692,DEVICE_TYPE_95
64693,DEVICE_TYPE_110
64693,DEVICE_TYPE_88
64694,DEVICE_TYPE_34
64695,DEVICE_TYPE_94
64695,DEVICE_TYPE_93
64696,DEVICE_TYPE_103
64697,DEVICE_TYPE_111
64698,DEVICE_TYPE_35
64699,DEVICE_TYPE_35
64700,DEVICE_TYPE_35
64701,DEVICE_TYPE_156
64702,DEVICE_TYPE_34
64703,DEVICE_TYPE_99
64704,DEVICE_TYPE_99
64705,DEVICE_TYPE_27
64706,DEVICE_TYPE_27
64707,DEVICE_TYPE_35
64708,DEVICE_TYPE_103
64709,DEVICE_TYPE_34
64710,DEVICE_TYPE_136
64711,DEVICE_TYPE_34
64712,DEVICE_TYPE_35
64713,DEVICE_TYPE_34
64714,DEVICE_TYPE_109
64714,DEVICE_TYPE_111
64715,DEVICE_TYPE_151
64716,DEVICE_TYPE_135
64717,DEVICE_TYPE_27
64718,DEVICE_TYPE_107
64719,DEVICE_TYPE_44
64720,DEVICE_TYPE_156
64721,DEVICE_TYPE_135
64722,DEVICE_TYPE_111
64723,DEVICE_TYPE_1
64724,DEVICE_TYPE_111
64725,DEVICE_TYPE_156
64726,DEVICE_TYPE_34
64727,DEVICE_TYPE_108
64728,DEVICE_TYPE_135
64729,DEVICE_TYPE_1
64730,DEVICE_TYPE_107
64731,DEVICE_TYPE_156
64732,DEVICE_TYPE_35
64733,DEVICE_TYPE_15
64734,DEVICE_TYPE_107
64735,DEVICE_TYPE_107
64736,DEVICE_TYPE_12
64736,DEVICE_TYPE_135
64737,DEVICE_TYPE_135
64738,DEVICE_TYPE_34
64739,DEVICE_TYPE_159
64740,DEVICE_TYPE_93
64741,DEVICE_TYPE_25
64742,DEVICE_TYPE_111
64743,DEVICE_TYPE_99
64744,DEVICE_TYPE_1
64745,DEVICE_TYPE_156
64745,DEVICE_TYPE_34
64745,DEVICE_TYPE_35
64746,DEVICE_TYPE_135
64747,DEVICE_TYPE_108
64748,DEVICE_TYPE_108
64749,DEVICE_TYPE_111
64750,DEVICE_TYPE_108
64751,DEVICE_TYPE_99
64752,DEVICE_TYPE_107
64753,DEVICE_TYPE_156
64754,DEVICE_TYPE_135
64755,DEVICE_TYPE_109
64755,DEVICE_TYPE_111
64756,DEVICE_TYPE_107
64757,DEVICE_TYPE_1
64758,DEVICE_TYPE_111
64759,DEVICE_TYPE_99
64760,DEVICE_TYPE_35
64761,DEVICE_TYPE_35
64762,DEVICE_TYPE_27
64763,DEVICE_TYPE_109
64764,DEVICE_TYPE_151
64765,DEVICE_TYPE_107
64766,DEVICE_TYPE_111
64767,DEVICE_TYPE_93
64768,DEVICE_TYPE_108
64769,DEVICE_TYPE_35
64770,DEVICE_TYPE_103
64771,DEVICE_TYPE_34
64772,DEVICE_TYPE_34
64773,DEVICE_TYPE_108
64774,DEVICE_TYPE_156
64774,DEVICE_TYPE_135
64775,DEVICE_TYPE_34
64776,DEVICE_TYPE_35
64777,DEVICE_TYPE_111
64778,DEVICE_TYPE_111
64779,DEVICE_TYPE_109
64780,DEVICE_TYPE_27
64780,DEVICE_TYPE_88
64781,DEVICE_TYPE_135
64782,DEVICE_TYPE_98
64783,DEVICE_TYPE_34
64784,DEVICE_TYPE_12
64784,DEVICE_TYPE_99
64784,DEVICE_TYPE_135
64785,DEVICE_TYPE_36
64786,DEVICE_TYPE_1
64787,DEVICE_TYPE_117
64788,DEVICE_TYPE_135
64789,DEVICE_TYPE_99
64790,DEVICE_TYPE_111
64791,DEVICE_TYPE_110
64791,DEVICE_TYPE_135
64792,DEVICE_TYPE_108
64793,DEVICE_TYPE_98
64794,DEVICE_TYPE_34
64795,DEVICE_TYPE_34
64796,DEVICE_TYPE_109
64797,DEVICE_TYPE_27
64798,DEVICE_TYPE_34
64799,DEVICE_TYPE_34
64800,DEVICE_TYPE_35
64801,DEVICE_TYPE_108
64802,DEVICE_TYPE_110
64803,DEVICE_TYPE_109
64804,DEVICE_TYPE_35
64805,DEVICE_TYPE_94
64805,DEVICE_TYPE_102
64806,DEVICE_TYPE_35
64806,DEVICE_TYPE_135
64807,DEVICE_TYPE_1
64808,DEVICE_TYPE_34
64809,DEVICE_TYPE_102
64810,DEVICE_TYPE_34
64811,DEVICE_TYPE_23
64812,DEVICE_TYPE_117
64813,DEVICE_TYPE_111
64814,DEVICE_TYPE_35
64815,DEVICE_TYPE_35
64816,DEVICE_TYPE_34
64817,DEVICE_TYPE_107
64817,DEVICE_TYPE_135
64818,DEVICE_TYPE_34
64818,DEVICE_TYPE_88
64819,DEVICE_TYPE_93
64820,DEVICE_TYPE_67
64820,DEVICE_TYPE_135
64821,DEVICE_TYPE_93
64822,DEVICE_TYPE_135
64823,DEVICE_TYPE_156
64824,DEVICE_TYPE_111
64825,DEVICE_TYPE_111
64826,DEVICE_TYPE_37
64827,DEVICE_TYPE_103
64828,DEVICE_TYPE_103
64828,DEVICE_TYPE_110
64829,DEVICE_TYPE_35
64830,DEVICE_TYPE_151
64831,DEVICE_TYPE_111
64832,DEVICE_TYPE_107
64833,DEVICE_TYPE_111
64834,DEVICE_TYPE_109
64835,DEVICE_TYPE_135
64836,DEVICE_TYPE_109
64837,DEVICE_TYPE_156
64838,DEVICE_TYPE_35
64839,DEVICE_TYPE_109
64840,DEVICE_TYPE_135
64841,DEVICE_TYPE_34
64842,DEVICE_TYPE_108
64843,DEVICE_TYPE_35
64844,DEVICE_TYPE_35
64845,DEVICE_TYPE_119
64846,DEVICE_TYPE_156
64846,DEVICE_TYPE_34
64846,DEVICE_TYPE_109
64847,DEVICE_TYPE_34
64848,DEVICE_TYPE_111
64849,DEVICE_TYPE_34
64850,DEVICE_TYPE_111
64851,DEVICE_TYPE_35
64851,DEVICE_TYPE_88
64852,DEVICE_TYPE_35
64853,DEVICE_TYPE_111
64854,DEVICE_TYPE_102
64855,DEVICE_TYPE_34
64856,DEVICE_TYPE_109
64857,DEVICE_TYPE_35
64858,DEVICE_TYPE_66
64859,DEVICE_TYPE_99
64860,DEVICE_TYPE_111
64861,DEVICE_TYPE_99
64862,DEVICE_TYPE_98
64863,DEVICE_TYPE_111
64864,DEVICE_TYPE_34
64865,DEVICE_TYPE_98
64866,DEVICE_TYPE_107
64867,DEVICE_TYPE_109
64867,DEVICE_TYPE_135
64868,DEVICE_TYPE_35
64868,DEVICE_TYPE_135
64869,DEVICE_TYPE_156
64869,DEVICE_TYPE_88
64870,DEVICE_TYPE_35
64871,DEVICE_TYPE_35
64872,DEVICE_TYPE_99
64872,DEVICE_TYPE_135
64873,DEVICE_TYPE_111
64874,DEVICE_TYPE_109
64874,DEVICE_TYPE_88
64875,DEVICE_TYPE_93
64876,DEVICE_TYPE_102
64877,DEVICE_TYPE_109
64877,DEVICE_TYPE_88
64878,DEVICE_TYPE_34
64879,DEVICE_TYPE_135
64880,DEVICE_TYPE_107
64881,DEVICE_TYPE_107
64882,DEVICE_TYPE_27
64883,DEVICE_TYPE_135
64884,DEVICE_TYPE_37
64885,DEVICE_TYPE_135
64886,DEVICE_TYPE_151
64887,DEVICE_TYPE_107
64888,DEVICE_TYPE_12
64888,DEVICE_TYPE_156
64888,DEVICE_TYPE_135
64889,DEVICE_TYPE_12
64889,DEVICE_TYPE_99
64890,DEVICE_TYPE_23
64891,DEVICE_TYPE_156
64892,DEVICE_TYPE_35
64893,DEVICE_TYPE_135
64894,DEVICE_TYPE_35
64895,DEVICE_TYPE_159
64896,DEVICE_TYPE_135
64897,DEVICE_TYPE_35
64897,DEVICE_TYPE_88
64898,DEVICE_TYPE_99
64899,DEVICE_TYPE_34
64900,DEVICE_TYPE_34
64900,DEVICE_TYPE_88
64901,DEVICE_TYPE_35
64902,DEVICE_TYPE_107
64903,DEVICE_TYPE_156
64904,DEVICE_TYPE_34
64905,DEVICE_TYPE_109
64906,DEVICE_TYPE_108
64907,DEVICE_TYPE_34
64908,DEVICE_TYPE_111
64909,DEVICE_TYPE_34
64909,DEVICE_TYPE_88
64910,DEVICE_TYPE_159
64910,DEVICE_TYPE_35
64910,DEVICE_TYPE_88
64911,DEVICE_TYPE_156
64912,DEVICE_TYPE_27
64913,DEVICE_TYPE_108
64914,DEVICE_TYPE_35
64915,DEVICE_TYPE_111
64915,DEVICE_TYPE_88
64916,DEVICE_TYPE_111
64916,DEVICE_TYPE_88
64917,DEVICE_TYPE_27
64918,DEVICE_TYPE_102
64919,DEVICE_TYPE_135
64920,DEVICE_TYPE_27
64921,DEVICE_TYPE_23
64922,DEVICE_TYPE_13
64922,DEVICE_TYPE_135
64923,DEVICE_TYPE_99
64924,DEVICE_TYPE_35
64925,DEVICE_TYPE_35
64926,DEVICE_TYPE_35
64927,DEVICE_TYPE_98
64928,DEVICE_TYPE_109
64929,DEVICE_TYPE_1
64930,DEVICE_TYPE_117
64931,DEVICE_TYPE_12
64931,DEVICE_TYPE_107
64931,DEVICE_TYPE_135
64932,DEVICE_TYPE_12
64932,DEVICE_TYPE_156
64932,DEVICE_TYPE_135
64933,DEVICE_TYPE_109
64934,DEVICE_TYPE_35
64935,DEVICE_TYPE_34
64936,DEVICE_TYPE_135
64937,DEVICE_TYPE_110
64938,DEVICE_TYPE_135
64939,DEVICE_TYPE_34
64939,DEVICE_TYPE_88
64940,DEVICE_TYPE_27
64941,DEVICE_TYPE_99
64942,DEVICE_TYPE_107
64943,DEVICE_TYPE_111
64944,DEVICE_TYPE_35
64945,DEVICE_TYPE_159
64945,DEVICE_TYPE_35
64945,DEVICE_TYPE_88
64946,DEVICE_TYPE_109
64947,DEVICE_TYPE_34
64948,DEVICE_TYPE_135
64949,DEVICE_TYPE_135
64950,DEVICE_TYPE_135
64951,DEVICE_TYPE_34
64951,DEVICE_TYPE_88
64952,DEVICE_TYPE_35
64953,DEVICE_TYPE_35
64954,DEVICE_TYPE_103
64955,DEVICE_TYPE_111
